ID,Item_type,Study_Title,Document_Reference,Author_1st,Author_2nd,Author_3rd,Author_4th,Author_5th,Author_6th,Publication_year,Country_application,Specific_Location_1,Specific_Location_2,MAR_Type_1,MAR_Type_2,MAR_Type_3,MAR_Type_4,Criteria_Group_1,Criteria_Group_2,Criteria_Group_3,Criteria_used_Original,Criteria_used_Modified,Criteria_weight,Subcriteria_Min_weight,Subcriteria_Max_weight,Standardized_criteria_weight(%),Criteria_importance_rank,Criteria_weights_assigment,Combination_rules,Constraint_mapping,Constraint_mapping_what,Sensitivity_Analysis,Water_Sorce,Main_objective,Groundwater_potential_zones
016,Project paper,"Development of an Aquifer, Storage and Recovery (ASR) Site Selection Suitability Index in Support of the Comprehensive Everglades Restoration Project","Brown, 2005",Chris J. Brown,Robert Verrastro,Steve Schubert,,,,2005,USA,Lake Okeechobee,,"Well, shaft, borehole recharge",,,,Technical criteria,Aquifer characteristics,Water flow capacity,Transmissivity (aquifer),Aquifer transmissivity,1,0,2,18.1818181818182,1,Ranking method,WLC,Yes,"Land size (<5 acres), Distance from Lake Okeechobee to water source (>3 miles), Land use (urban, commercial, lakes, streams, reservoirs, wetlands, swamps, mangroves, submerged aquatic vegetation, costal habitat areas, forested land, sewage treatment plant, landfill).",No,Lake water,Ecological,No
016,Project paper,"Development of an Aquifer, Storage and Recovery (ASR) Site Selection Suitability Index in Support of the Comprehensive Everglades Restoration Project","Brown, 2005",Chris J. Brown,Robert Verrastro,Steve Schubert,,,,2014,USA,Lake Okeechobee,,"Well, shaft, borehole recharge",,,,Technical criteria,Surface characteristics,Surface characteristics,Shape factor to account for pre-existing aquifer flow gradient,Shape factor to account for pre-existing aquifer flow gradient,1,0,1,9.09090909090909,2,Ranking method,WLC,Yes,"Land size (<5 acres), Distance from Lake Okeechobee to water source (>3 miles), Land use (urban, commercial, lakes, streams, reservoirs, wetlands, swamps, mangroves, submerged aquatic vegetation, costal habitat areas, forested land, sewage treatment plant, landfill).",No,Lake water,Ecological,No
017,Project paper,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",Enrique Fernandez Escalante,Rodrigo Calero Gil,María ╡. San Miguel Fraile,,,,2014,Spain,Iberian Peninsula and Balearic Island of Spain,,Unspecified,,,,Technical criteria,Aquifer characteristics,Storage/water flow capacity,Geology,Geology / Lithology,1,0,3,5,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater,Nonspecific,No
017,Project paper,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",Enrique Fernandez Escalante,Rodrigo Calero Gil,María ╡. San Miguel Fraile,,,,2014,Spain,Iberian Peninsula and Balearic Island of Spain,,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Slope,Slope,1,0,3,5,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater,Nonspecific,No
017,Project paper,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",Enrique Fernandez Escalante,Rodrigo Calero Gil,María ╡. San Miguel Fraile,,,,2014,Spain,Iberian Peninsula and Balearic Island of Spain,,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Presence of dune system,Presence of dune system,NA,NA,NA,NA,NA,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater,Nonspecific,No
017,Project paper,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",Enrique Fernandez Escalante,Rodrigo Calero Gil,María ╡. San Miguel Fraile,,,,2014,Spain,Iberian Peninsula and Balearic Island of Spain,,Unspecified,,,,Technical criteria,Aquifer characteristics,Storage/water flow capacity,Hydrogeology,Hydrogeology,1,0,3,5,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater,Nonspecific,No
017,Project paper,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",Enrique Fernandez Escalante,Rodrigo Calero Gil,María ╡. San Miguel Fraile,,,,2014,Spain,Iberian Peninsula and Balearic Island of Spain,,Unspecified,,,,Technical criteria,Aquifer characteristics,Storage capacity,Piezometry,Groundwater level,1,0,3,5,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater,Nonspecific,No
017,Project paper,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",Enrique Fernandez Escalante,Rodrigo Calero Gil,María ╡. San Miguel Fraile,,,,2014,Spain,Iberian Peninsula and Balearic Island of Spain,,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Presence of fractured outcrop,Distance to Lineaments / Faults,1,1,3,5,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater,Nonspecific,No
017,Project paper,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",Enrique Fernandez Escalante,Rodrigo Calero Gil,María ╡. San Miguel Fraile,,,,2014,Spain,Iberian Peninsula and Balearic Island of Spain,,Unspecified,,,,Technical criteria,Aquifer characteristics,Water flow capacity,Aquifer permeability,Aquifer permeability,1,0,3,5,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater,Nonspecific,No
017,Project paper,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",Enrique Fernandez Escalante,Rodrigo Calero Gil,María ╡. San Miguel Fraile,,,,2014,Spain,Iberian Peninsula and Balearic Island of Spain,,Unspecified,,,,Technical criteria,Aquifer characteristics,Storage capacity,Aquifer storability (Storage coefficient),Aquifer storage capacity,1,0,3,5,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater,Nonspecific,No
017,Project paper,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",Enrique Fernandez Escalante,Rodrigo Calero Gil,María ╡. San Miguel Fraile,,,,2014,Spain,Iberian Peninsula and Balearic Island of Spain,,Unspecified,,,,Water quality,Surface water quality,Surface water quality,Distance from pollution source e.g. sewage,Distance from pollution source e.g. sewage,1,0,3,5,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater,Nonspecific,No
017,Project paper,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",Enrique Fernandez Escalante,Rodrigo Calero Gil,María ╡. San Miguel Fraile,,,,2014,Spain,Iberian Peninsula and Balearic Island of Spain,,Unspecified,,,,Management criteria,Economic criteria,Economic criteria,Irrigated areas and water source,Irrigated areas and water source,1,0,3,5,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater,Nonspecific,No
017,Project paper,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",Enrique Fernandez Escalante,Rodrigo Calero Gil,María ╡. San Miguel Fraile,,,,2014,Spain,Iberian Peninsula and Balearic Island of Spain,,Unspecified,,,,Management criteria,Economic criteria,Economic criteria,Distance between water supply sources and MAR site,Distance between water supply sources and MAR site,1,0,3,5,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater,Nonspecific,No
017,Project paper,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",Enrique Fernandez Escalante,Rodrigo Calero Gil,María ╡. San Miguel Fraile,,,,2014,Spain,Iberian Peninsula and Balearic Island of Spain,,Unspecified,,,,Management criteria,Economic criteria,Economic criteria,Presence of aqueducts,Presence of aqueducts,1,0,3,5,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater,Nonspecific,No
017,Project paper,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",Enrique Fernandez Escalante,Rodrigo Calero Gil,María ╡. San Miguel Fraile,,,,2014,Spain,Iberian Peninsula and Balearic Island of Spain,,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Risk of flooding and tilt cartography,Risk of flooding and tilt cartography,1,0,3,5,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater,Nonspecific,No
017,Project paper,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",Enrique Fernandez Escalante,Rodrigo Calero Gil,María ╡. San Miguel Fraile,,,,2014,Spain,Iberian Peninsula and Balearic Island of Spain,,Unspecified,,,,Management criteria,socio-environmental impact,socio-environmental impact,Distance from Hill/reservoir/forest,Distance from Hill/reservoir/forest,1,0,3,5,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater,Nonspecific,No
017,Project paper,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",Enrique Fernandez Escalante,Rodrigo Calero Gil,María ╡. San Miguel Fraile,,,,2014,Spain,Iberian Peninsula and Balearic Island of Spain,,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Current MAR sites,Presence of current MAR sites,1,0,3,5,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater,Nonspecific,No
017,Project paper,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",Enrique Fernandez Escalante,Rodrigo Calero Gil,María ╡. San Miguel Fraile,,,,2014,Spain,Iberian Peninsula and Balearic Island of Spain,,Unspecified,,,,Management criteria,socio-environmental impact,socio-environmental impact,Administrative boundaries,Administrative boundaries,1,0,3,5,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater,Nonspecific,No
017,Project paper,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",Enrique Fernandez Escalante,Rodrigo Calero Gil,María ╡. San Miguel Fraile,,,,2014,Spain,Iberian Peninsula and Balearic Island of Spain,,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Availability of surplus water,Availability of surplus water,1,0,3,5,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater,Nonspecific,No
017,Project paper,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",Enrique Fernandez Escalante,Rodrigo Calero Gil,María ╡. San Miguel Fraile,,,,2014,Spain,Iberian Peninsula and Balearic Island of Spain,,Unspecified,,,,Water quality,Groundwater quality,Groundwater quality,Presence of marine intrusion control networks,Presence of marine intrusion control networks,1,0,3,5,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater,Nonspecific,No
017,Project paper,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",Enrique Fernandez Escalante,Rodrigo Calero Gil,María ╡. San Miguel Fraile,,,,2014,Spain,Iberian Peninsula and Balearic Island of Spain,,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Dry wetlands,Presence of dry wetlands,1,0,3,5,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater,Nonspecific,No
017,Project paper,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",Enrique Fernandez Escalante,Rodrigo Calero Gil,María ╡. San Miguel Fraile,,,,2014,Spain,Iberian Peninsula and Balearic Island of Spain,,Unspecified,,,,Water quality,Surface water quality,Surface water quality,Electrical conductivity,Surface water quality - Electrical conductivity,1,0,3,5,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater,Nonspecific,No
017,Project paper,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",Enrique Fernandez Escalante,Rodrigo Calero Gil,María ╡. San Miguel Fraile,,,,2014,Spain,Iberian Peninsula and Balearic Island of Spain,,Unspecified,,,,Water quality,Groundwater quality,Groundwater quality,Control of Nitrate in groundwater network,Groundwater - Nitrates,1,0,3,5,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater,Nonspecific,No
018,Journal Article,GIS based multicriteria analysis for potential wastewater aquifer recharge sites,"Kallali, 2007",Hamadi Kallali,Makram Anane,Salah Jellali,Jamila Tarhouni,,,2007,Tunisia,Hammamet_Nabeul-_Cap Bon_ peninsula,,"Well, shaft, borehole recharge",,,,Technical criteria,Surface characteristics,Surface characteristics,Soil texture,Hydrological soils,NA,NA,NA,NA,NA,Boolean logic,Boolean logic,Yes,"Distance to urban and tourist areas (<200 m);Distance to hill reservoirs (<500 m); Slope (>12%); Soil texture (>10% clay fraction); salinity (>4 mmhoms/cm); Geology ( only stream sediments, miocene sand, dune sediments, Pliocene sands are valid); Distance to WWTP (< 8km); pumping height (15 m) ; Aquifer depth (<5m) ; Geology (inadequate permeable subsoil and high salty layers);pipe length (>8km); Pipe elevation difference (>15m)",Yes,Treated wastewater,Agriculture,No
018,Journal Article,GIS based multicriteria analysis for potential wastewater aquifer recharge sites,"Kallali, 2007",Hamadi Kallali,Makram Anane,Salah Jellali,Jamila Tarhouni,,,2007,Tunisia,Hammamet_Nabeul-_Cap Bon_ peninsula,,"Well, shaft, borehole recharge",,,,Technical criteria,Surface characteristics,Surface characteristics,Soil salinity,Soil salinity,NA,NA,NA,NA,NA,Boolean logic,Boolean logic,Yes,"Distance to urban and tourist areas (<200 m);Distance to hill reservoirs (<500 m); Slope (>12%); Soil texture (>10% clay fraction); salinity (>4 mmhoms/cm); Geology ( only stream sediments, miocene sand, dune sediments, Pliocene sands are valid); Distance to WWTP (< 8km); pumping height (15 m) ; Aquifer depth (<5m) ; Geology (inadequate permeable subsoil and high salty layers);pipe length (>8km); Pipe elevation difference (>15m)",Yes,Treated wastewater,Agriculture,No
